addr:street	addr:housenumber	addr:postcode
Kogucia	9	30-222
Księcia Józefa	158	30-243
Księcia Józefa	291	30-243
Orla	60	30-244
Jontkowa Górka	4a	30-224
Kopalina	19	30-229
Czajek	6	30-245
Bagatela	11	30-243
Rzepichy	50	30-240
Bolesława Leśmiana	2	30-240
Niezapominajek	8	30-239
Niezapominajek	3	30-239
Zbyszka z Bogdańca	4c	31-979
Litawora	21	31-212
Garlicka	85	32-087
Miśnieńska	87	31-612
Bolesława Leśmiana	5d	30-240
Aleja Marszałka Ferdinanda Focha	1	30-111
Senatorska	1	30-106
Kasztelańska	27	30-116
Senatorska	3	30-106
Kasztelańska	36	30-116
Kasztelańska	38	30-116
Kasztelańska	51	30-116
Aleja Zygmunta Krasińskiego	34	30-101
Tadeusza Kościuszki	39	30-204
Rotmistrza Zbigniewa Dunin-Wąsowicza	10	30-112
Bolesława Prusa	9	30-109
Tadeusza Kościuszki	36	30-204
Władysława Syrokomli	26	30-102
Rotmistrza Zbigniewa Dunin-Wąsowicza	18	30-112
Mlaskotów	10	30-117
Tadeusza Kościuszki	51	30-204
Kasztelańska	32	30-116
Bolesława Prusa	10	30-109
Rotmistrza Zbigniewa Dunin-Wąsowicza	14	30-112
Kasztelańska	43	30-116
Tadeusza Kościuszki	21	30-204
Władysława Syrokomli	23	30-102
Józefa Ignacego Kraszewskiego	22	30-110
Salwatorska	14	30-109
Mlaskotów	7	30-117
Aleja Marszałka Ferdinanda Focha	42	30-119
Tadeusza Kościuszki	40	30-204
Tadeusza Kościuszki	38	30-204
Leona Wyczółkowskiego	5	30-118
Tadeusza Kościuszki	44	30-204
Bolesława Prusa	33	30-117
Tadeusza Kościuszki	46	30-204
Tadeusza Kościuszki	60	30-204
Bolesława Prusa	6a	30-109
Bolesława Prusa	6b	30-109
Juliana Fałata	14	30-118
Tadeusza Kościuszki	66	30-204
Kasztelańska	34	30-116
Władysława Syrokomli	20	30-102
Kasztelańska	30	30-116
Kasztelańska	14	30-116
Tadeusza Kościuszki	86	30-204
Tadeusza Kościuszki	68	30-204
Senatorska	17	30-112
Mlaskotów	10a	30-117
Tadeusza Kościuszki	22	30-204
Tadeusza Kościuszki	65	30-204
Rotmistrza Zbigniewa Dunin-Wąsowicza	5	30-112
Bolesława Prusa	39	30-117
Leona Wyczółkowskiego	3	30-118
Aleja Marszałka Ferdinanda Focha	32	30-119
Władysława Syrokomli	12	30-102
Salwatorska	31	30-117
Tadeusza Kościuszki	57	30-204
Kasztelańska	31	30-116
Kasztelańska	29	30-116
Bolesława Prusa	12	30-109
Tadeusza Kościuszki	72	30-204
Tadeusza Kościuszki	20	30-204
Mlaskotów	9	30-117
Tadeusza Kościuszki	18	30-204
Marcina Borelowskiego-Lelewela	24	30-108
Władysława Syrokomli	11	30-102
Tadeusza Kościuszki	74	30-204
Rotmistrza Zbigniewa Dunin-Wąsowicza	20	30-112
Tadeusza Kościuszki	42	30-204
Tadeusza Kościuszki	49	30-204
Kasztelańska	21	30-116
Tadeusza Kościuszki	54	30-204
Józefa Ignacego Kraszewskiego	29	30-110
Włóczków	6a	30-103
Na Błoniach	7	30-213
Kasztelańska	12	30-116
Tadeusza Kościuszki	64	30-204
Kasztelańska	23	30-116
Władysława Syrokomli	25	30-102
Władysława Syrokomli	16	30-102
Kasztelańska	20	30-116
Władysława Syrokomli	15	30-102
Aleja Marszałka Ferdinanda Focha	25	30-111
Władysława Syrokomli	19a	30-102
Tadeusza Kościuszki	62	30-204
Włóczków	8	30-103
Kornela Ujejskiego	3	30-102
Kasztelańska	25	30-116
Leona Wyczółkowskiego	12	30-118
Kasztelańska	20a	30-116
Władysława Syrokomli	19	30-102
Salwatorska	13	30-109
Władysława Syrokomli	18	30-102
Leona Wyczółkowskiego	14	30-118
Filarecka	1	30-110
Rotmistrza Zbigniewa Dunin-Wąsowicza	11	30-112
Salwatorska	35a	30-117
Rotmistrza Zbigniewa Dunin-Wąsowicza	9	30-112
Kasztelańska	19	30-116
Kasztelańska	33	30-116
Leona Wyczółkowskiego	10a	30-118
Tadeusza Kościuszki	47a	30-204
Władysława Syrokomli	10	30-102
Józefa Ignacego Kraszewskiego	27	30-110
Kasztelańska	45	30-116
Tadeusza Kościuszki	17	30-204
Salwatorska	11b	30-109
Aleja Marszałka Ferdinanda Focha	31	30-119
Tadeusza Kościuszki	56	30-204
Włóczków	7	30-103
Tadeusza Kościuszki	16	30-204
Tadeusza Kościuszki	52a	30-204
Włóczków	11a	30-103
Włóczków	4	30-103
Władysława Syrokomli	14	30-102
Tadeusza Kościuszki	82	30-204
Kasztelańska	41	30-116
Aleja Marszałka Ferdinanda Focha	26	30-119
Tadeusza Kościuszki	70	30-204
Salwatorska	12	30-109
Leona Wyczółkowskiego	10	30-118
Marcina Borelowskiego-Lelewela	3	30-108
Leona Wyczółkowskiego	8	30-118
Tadeusza Kościuszki	73	30-204
Aleja Marszałka Ferdinanda Focha	28	30-119
Bolesława Prusa	8	30-109
Bolesława Prusa	5	30-109
Władysława Syrokomli	17	30-102
Bolesława Prusa	35	30-117
Tadeusza Kościuszki	16c	30-204
Tadeusza Kościuszki	71	30-204
Bolesława Prusa	30	30-117
Na Błoniach	7	30-213
Na Błoniach	7	30-213
Kasztelańska	16	30-116
Rotmistrza Zbigniewa Dunin-Wąsowicza	12	30-112
Rotmistrza Zbigniewa Dunin-Wąsowicza	16	30-112
Tadeusza Kościuszki	14	30-204
Bolesława Prusa	37	30-117
Rotmistrza Zbigniewa Dunin-Wąsowicza	7	30-112
Marcina Borelowskiego-Lelewela	11a	30-108
Mlaskotów	1	30-117
Bolesława Prusa	11	30-109
Władysława Syrokomli	11a	30-102
Marcina Borelowskiego-Lelewela	5	30-108
Senatorska	19	30-112
Bolesława Prusa	3	30-109
Bolesława Prusa	7	30-109
Tadeusza Kościuszki	52b	30-204
Józefa Marcika	2	30-443
Bytomska	23	30-075
Montelupich	3	31-155
Montelupich	7	31-155
Kazimierza Wielkiego	84	30-074
Racławicka	9a	30-075
Składowa	2	30-010
Montelupich	4	31-155
Wrocławska	78a	30-017
Kamienna	45	31-403
Kujawska	11a	30-043
Władysława Łokietka	32	30-010
Racławicka	60	30-017
Oboźna	16	30-011
Kamienna	2	30-001
Stanisława Wyspiańskiego	10	30-035
Oboźna	14	30-011
Kamienna	19	30-001
Stanisława Wyspiańskiego	8	30-035
Zbożowa	2	30-002
Bytomska	3	30-075
Lubelska	2	30-003
Kamienna	19A	30-001
Aleja Artura Grottgera	37	30-035
Oboźna	20	30-011
Montelupich	16	30-901
Mazowiecka	68	30-019
Edmunda Biernackiego	11c	30-043
Świętokrzyska	8a	30-015
Kazimierza Wielkiego	52a	30-074
Słomnicka	6	30-316
Kazimierza Wielkiego	4	30-074
Henryka Sienkiewicza	24	30-033
Stanisława Wyspiańskiego	6a	30-035
Kazimierza Wielkiego	55	30-074
Henryka Sienkiewicza	21	30-033
Kazimierza Wielkiego	21	30-074
Składowa	2	30-002
Aleja Juliusza Słowackiego	50a	30-018
Kazimierza Wielkiego	20a	30-074
Łobzowska	67	30-038
Składowa	2	30-002
Edmunda Biernackiego	11b	30-043
Kazimierza Wielkiego	34	30-074
Wrocławska	19a	30-011
Henryka Sienkiewicza	19	30-033
Edmunda Biernackiego	4a	30-043
Słomnicka	8	30-316
Wrocławska	78a	30-017
Aleja Artura Grottgera	34	30-043
Lubelska	11b	30-003
Kazimierza Wielkiego	42a	30-074
Kazimierza Wielkiego	40a	30-074
Mariana Langiewicza	12	31-425
Władysława Łokietka	26	30-010
Zbożowa	4	30-002
Wrocławska	83	30-017
Norymberska	10	30-364
Profesora Michała Bobrzyńskiego	10	30-348
Świętego Jacka	10	30-364
Norymberska	10a	30-364
Norymberska	10b	30-364
Świętego Jacka	12	30-364
Świętego Jacka	12b	30-364
Kapelanka	14	30-347
Ceglarska	15	30-362
Pychowicka	16	30-364
Świętego Jacka	17	30-364
Świętego Jacka	19	30-364
Pychowicka	1b	30-364
Kapelanka	2	30-347
Świętego Jacka	21	30-364
Kobierzyńska	23a	30-363
Kapelanka	24C	30-347
Kapelanka	24d	30-347
Świętego Jacka	27	30-364
Ceglarska	3	30-362
Pychowicka	6	30-364
Kamieniarska	31	30-364
Kamieniarska	31a	30-364
Świętego Jacka	36	30-364
Kamieniarska	37	30-364
Kamieniarska	37b	30-364
Kamieniarska	37c	30-364
Świętego Jacka	38	30-364
Kamieniarska	40	30-364
Świętego Jacka	40	30-364
Kamieniarska	42	30-364
Kobierzyńska	41	30-363
Świętego Jacka	42	30-364
Świętego Jacka	44	30-364
Kobierzyńska	45	30-363
Kamieniarska	44	30-364
Kobierzyńska	47	30-363
Kamieniarska	46	30-364
Świętego Jacka	50	30-364
Świętego Jacka	52	30-364
Świętego Jacka	54	30-364
Świętego Jacka	56	30-364
Świętego Jacka	58	30-364
Świętego Jacka	60	30-364
Świętego Jacka	61	30-364
Świętego Jacka	62	30-364
Świętego Jacka	64	30-364
Świętego Jacka	66	30-364
Świętego Jacka	68	30-364
Pychowicka	7	30-364
Świętego Jacka	70	30-364
Świętego Jacka	72	30-364
Świętego Jacka	74	30-364
Świętego Jacka	76	30-364
Świętego Jacka	78	30-364
Świętego Jacka	8	30-364
Świętego Jacka	80	30-364
Świętego Jacka	82	30-364
Świętego Jacka	84	30-364
Świętego Jacka	86	30-364
Świętego Jacka	92	30-364
Świętego Jacka	94	30-364
Kolna	2	30-001
Kapelanka	30	30-309
Józefa Unruga	53	30-394
Braterstwa Broni	34	30-395
Batalionów Chłopskich	8	30-394
Hufcowa	23	30-394
Skotnicka	210	30-394
Skotnicka	70b	30-394
Doktora Józefa Babińskiego	64	30-393
Porucznika Emira	24a	30-394
Doktora Józefa Babińskiego	70	30-393
Skotnicka	91	30-394
Na Leszczu	18	30-376
Skotnicka	117	30-394
Batalionów Chłopskich	12	30-394
Batalionów Chłopskich	6	30-394
Skotnicka	31	30-394
Skotnicka	51	30-394
Batalionów Chłopskich	15	30-394
Zamkowa	15	30-301
Józefa Unruga	15a	30-394
Skotnicka	102	30-394
Skotnicka	71	30-394
Kamieniarska	48	30-364
Józefa Unruga	27b	30-394
Hufcowa	18c	30-394
Gabriela Słońskiego	4C	30-376
Sodowa	32C	30-376
Skotnicka	107	30-394
Hufcowa	18	30-394
Józefa Unruga	55	30-394
Józefa Unruga	26f	30-394
Batalionów Chłopskich	16	30-394
Józefa Unruga	47	30-394
Józefa Unruga	26d	30-394
Zamglona	5	30-394
Michała Bałuckiego	8	30-318
Skotnicka	39	30-394
Batalionów Chłopskich	18	30-394
Batalionów Chłopskich	13a	30-394
Jemiołowa	19E	30-377
Józefa Unruga	26e	30-394
Sandomierska	6	30-301
Edmunda Wasilewskiego	8	30-305
Batalionów Chłopskich	24	30-394
Skotnicka	60	30-394
Józefa Unruga	26c	30-394
Józefa Unruga	26	30-394
Braterstwa Broni	12	30-395
Falista	48b	30-380
Mochnaniec	9k	30-395
Józefa Unruga	26b	30-394
Mochnaniec	9l	30-395
Hufcowa	14a	30-394
Batalionów Chłopskich	17	30-394
Józefa Unruga	26a	30-394
Józefa Unruga	26g	30-394
Zamkowa	2	30-301
Krzewowa	9A	30-380
Józefa Unruga	26h	30-394
Józefa Unruga	26i	30-394
Józefa Unruga	38a	30-394
Świętego Jacka	46	30-364
Świętego Jacka	48	30-364
Braterstwa Broni	6	30-395
Skotnicka	92	30-394
Michała Bałuckiego	12	30-318
Skotnicka	68b	30-394
Skotnicka	61	30-394
Józefa Unruga	29	30-394
Józefa Unruga	62a	30-394
Bobrowa	36a	30-381
Józefa Unruga	58c	30-394
Skotnicka	77	30-394
Skotnicka	72	30-394
Widłakowa	54a	30-380
Skotnicka	27c	30-394
Józefa Unruga	66	30-394
Skotnicka	43	30-394
Skotnicka	135a	30-394
Skotnicka	60a	30-394
Batalionów Chłopskich	15a	30-394
Zamglona	14	30-394
Skotnicka	63	30-394
Bobrowa	36	30-381
Batalionów Chłopskich	30a	30-394
Mochnaniec	9j	30-395
Zduńska	18	30-304
Zamglona	4	30-394
Mochnaniec	9m	30-395
Józefa Unruga	31a	30-394
Sandomierska	4	30-301
Batalionów Chłopskich	32c	30-394
Rodzinna	28	30-377
Marii Grzegorzewskiej	7	30-394
Zamglona	12	30-394
Zamkowa	19	30-301
Skotnicka	218	30-394
Skotnicka	90	30-394
Skotnicka	124	30-394
Skotnicka	164	30-394
Skotnicka	196	30-394
Skotnicka	180	30-394
Skotnicka	118	30-394
Skotnicka	57c	30-394
Skotnicka	149	30-394
Skotnicka	135	30-394
Batalionów Chłopskich	32a	30-394
Skotnicka	190	30-394
Skotnicka	140	30-394
Kamieniarska	41	30-364
Skotnicka	94	30-394
Skotnicka	176	30-394
Braterstwa Broni	18	30-395
Skotnicka	147	30-394
Skotnicka	206a	30-394
Pustelnia	12	30-380
Skotnicka	106	30-394
Skotnicka	226	30-394
Braterstwa Broni	24	30-395
Skotnicka	45a	30-394
Skotnicka	96	30-394
Podgórki Tynieckie	2	30-399
Skotnicka	71a	30-394
Skotnicka	200b	30-394
Skotnicka	24	30-394
Skotnicka	97	30-394
Skotnicka	159	30-394
Skotnicka	165	30-394
Skotnicka	58a	30-394
Skotnicka	188	30-394
Skotnicka	182a	30-394
Skotnicka	47	30-394
Skotnicka	142	30-394
Skotnicka	158	30-394
Sodowa	26	30-376
Skotnicka	145	30-394
Skotnicka	87	30-394
Skotnicka	126	30-394
Skotnicka	186	30-394
Skotnicka	98	30-394
Skotnicka	100	30-394
Braterstwa Broni	16	30-395
Skotnicka	172a	30-394
Skotnicka	78	30-394
Skotnicka	178a	30-394
Skotnicka	100a	30-394
Batalionów Chłopskich	18a	30-394
Pychowicka	12	30-364
Skotnicka	184	30-394
Skotnicka	174	30-394
Skotnicka	62	30-394
Józefa Unruga	41	30-394
Batalionów Chłopskich	14	30-394
Skotnicka	188a	30-394
Skotnicka	70	30-394
Skotnicka	128	30-394
Józefa Unruga	29b	30-394
Batalionów Chłopskich	13	30-394
Skotnicka	202a	30-394
Skotnicka	166	30-394
Batalionów Chłopskich	14a	30-394
Skotnicka	220	30-394
Skotnicka	152	30-394
Skotnicka	112	30-394
Skotnicka	113a	30-394
Pustelnia	5	30-380
Skotnicka	80	30-394
Skotnicka	204	30-394
Skotnicka	148	30-394
Skotnicka	64	30-394
Pychowicka	6	30-364
Skotnicka	218a	30-394
Braterstwa Broni	18a	30-395
Skotnicka	222	30-394
Skotnicka	83a	30-394
Doktora Józefa Babińskiego	78	30-393
Skotnicka	202b	30-394
Skotnicka	66	30-394
Skotnicka	57b	30-394
Skotnicka	200a	30-394
Skotnicka	153	30-394
Skotnicka	172b	30-394
Braterstwa Broni	8	30-395
Hufcowa	19	30-394
Skotnicka	160	30-394
Skotnicka	161a	30-394
Tyniecka	142a	30-376
Skotnicka	114	30-394
Józefa Unruga	9	30-394
Skotnicka	85	30-394
Skotnicka	176b	30-394
Skotnicka	105	30-394
Skotnicka	162	30-394
Tyniecka	142C	30-376
Skotnicka	224	30-394
Skotnicka	172	30-394
Skotnicka	140a	30-394
Skotnicka	155	30-394
Józefa Unruga	49a	30-394
Skotnicka	198a	30-394
Józefa Unruga	37	30-394
Skotnicka	202	30-394
Skotnicka	56	30-394
Braterstwa Broni	20	30-395
Skotnicka	79a	30-394
Skotnicka	141	30-394
Sławomira Odrzywolskiego	36A	30-376
Skotnicka	103	30-394
Józefa Unruga	43	30-394
Skotnicka	214	30-394
Batalionów Chłopskich	13b	30-394
Skotnicka	110	30-394
Doktora Józefa Babińskiego	80	30-393
Skotnicka	161	30-394
Hufcowa	5	30-394
Józefa Unruga	49	30-394
Skotnicka	58	30-394
Józefa Unruga	57a	30-394
Skotnicka	184a	30-394
Hufcowa	3	30-394
Skotnicka	57	30-394
Hufcowa	3d	30-394
Kamieniarska	37a	30-364
Skotnicka	192	30-394
Skotnicka	99	30-394
Skotnicka	119	30-394
Skotnicka	182	30-394
Kamieniarska	39	30-364
Batalionów Chłopskich	28a	30-394
Braterstwa Broni	20a	30-395
Skotnicka	164a	30-394
Skotnicka	121	30-394
Skotnicka	59	30-394
Skotnicka	143	30-394
Skotnicka	32	30-394
Skotnicka	174a	30-394
Hufcowa	3c	30-394
Hufcowa	13b	30-394
Skotnicka	116	30-394
Hufcowa	5a	30-394
Hufcowa	5b	30-394
Braterstwa Broni	30	30-395
Skotnicka	151	30-394
Skotnicka	79	30-394
Józefa Unruga	15b	30-394
Hufcowa	17c	30-394
Batalionów Chłopskich	7a	30-394
Braterstwa Broni	36a	30-395
Skotnicka	51b	30-394
Batalionów Chłopskich	11f	30-394
Hufcowa	13c	30-394
Skotnicka	75	30-394
Skotnicka	174b	30-394
Doktora Józefa Babińskiego	76	30-393
Hufcowa	13a	30-394
Skotnicka	132	30-394
Hufcowa	13	30-394
Dąbrowa	15e	30-381
Hufcowa	3a	30-394
Dąbrowa	15d	30-381
Dąbrowa	15	30-381
Skotnicka	178	30-394
Skotnicka	130	30-394
Skotnicka	198	30-394
Hufcowa	5c	30-394
Skotnicka	104	30-394
Skotnicka	68a	30-394
Hufcowa	17	30-394
Dziewiarzy	7	30-398
Skotnicka	156	30-394
Skotnicka	113	30-394
Skotnicka	208	30-394
Józefa Unruga	38	30-394
Hufcowa	1e	30-394
Batalionów Chłopskich	32b	30-394
Skotnicka	120	30-394
Królówka	7	31-525
Skotnicka	108b	30-394
Widłakowa	49	30-380
Hufcowa	3b	30-394
Skotnicka	76	30-394
Falista	3B	30-380
Skotnicka	108a	30-394
Hufcowa	17d	30-394
Braterstwa Broni	30a	30-395
Skotnicka	74	30-394
Skotnicka	127	30-394
Skotnicka	198b	30-394
Dąbrowa	15c	30-381
Skotnicka	83b	30-394
Sodowa	22A	30-376
Skotnicka	155b	30-394
Hufcowa	17a	30-394
Skotnicka	139a	30-394
Hufcowa	17b	30-394
Skotnicka	123	30-394
Skotnicka	111	30-394
Skotnicka	84	30-394
Dąbrowa	15a	30-381
Hufcowa	13d	30-394
Dąbrowa	15b	30-381
Skotnicka	79b	30-394
Skotnicka	198c	30-394
Hufcowa	20	30-394
Skotnicka	136	30-394
Hufcowa	1a	30-394
Batalionów Chłopskich	11b	30-394
Hufcowa	1b	30-394
Skotnicka	172c	30-394
Batalionów Chłopskich	11c	30-394
Hufcowa	1	30-394
Batalionów Chłopskich	11e	30-394
Józefa Unruga	25	30-394
Batalionów Chłopskich	11a	30-394
Józefa Unruga	13	30-394
Ceglarska	26	30-362
Batalionów Chłopskich	7g	30-394
Batalionów Chłopskich	7d	30-394
Hufcowa	1c	30-394
Skotnicka	204a	30-394
Skotnicka	153a	30-394
Braterstwa Broni	10	30-395
Skotnicka	89	30-394
Hufcowa	1d	30-394
Hufcowa	18b	30-394
Hufcowa	18a	30-394
Skotnicka	137a	30-394
Skotnicka	105a	30-394
Hufcowa	5d	30-394
Skotnicka	69	30-394
Batalionów Chłopskich	7b	30-394
Batalionów Chłopskich	7e	30-394
Skotnicka	180a	30-394
Batalionów Chłopskich	7c	30-394
Skotnicka	141a	30-394
Braterstwa Broni	36	30-395
Batalionów Chłopskich	11d	30-394
Skotnicka	61a	30-394
Skotnicka	33	30-394
Antoniego Dobrowolskiego	10	30-394
Tyniecka	123A	30-376
Barska	45	30-307
Skotnicka	170	30-394
Skotnicka	82	30-394
Skotnicka	115	30-394
Skotnicka	57a	30-394
Skotnicka	37	30-394
Skotnicka	55	30-394
Skotnicka	95	30-394
Braterstwa Broni	4	30-395
Braterstwa Broni	2	30-395
Batalionów Chłopskich	9i	30-394
Antoniego Dobrowolskiego	10f	30-394
Antoniego Dobrowolskiego	10h	30-394
Skotnicka	68	30-394
Marii Grzegorzewskiej	3	30-394
Batalionów Chłopskich	9b	30-394
Doktora Józefa Babińskiego	68	30-393
Skotnicka	200	30-394
Skotnicka	147a	30-394
Batalionów Chłopskich	20	30-394
Skotnicka	49	30-394
Skotnicka	93	30-394
Antoniego Dobrowolskiego	10c	30-394
Hufcowa	11	30-394
Skotnicka	143a	30-394
Batalionów Chłopskich	9a	30-394
Batalionów Chłopskich	9h	30-394
Skotnicka	109	30-394
Batalionów Chłopskich	9f	30-394
Skotnicka	51c	30-394
Skotnicka	150	30-394
Józefa Unruga	15	30-394
Tyniecka	131A	30-376
Skotnicka	137	30-394
Batalionów Chłopskich	34d	30-394
Skotnicka	122	30-394
Batalionów Chłopskich	28	30-394
Skotnicka	146	30-394
Hufcowa	21	30-394
Skotnicka	196a	30-394
Józefa Unruga	31	30-394
Józefa Unruga	68	30-394
Skotnicka	86a	30-394
Antoniego Dobrowolskiego	10j	30-394
Skotnicka	58b	30-394
Skotnicka	154	30-394
Skotnicka	108	30-394
Józefa Unruga	11	30-394
Skotnicka	87A	30-394
Bogucianka	74	30-398
Antoniego Dobrowolskiego	10a	30-394
Batalionów Chłopskich	32	30-394
Skotnicka	70a	30-394
Tyniecka	138B	30-376
Skotnicka	196c	30-394
Skotnicka	125	30-394
Batalionów Chłopskich	9d	30-394
Batalionów Chłopskich	9c	30-394
Antoniego Dobrowolskiego	10i	30-394
Antoniego Dobrowolskiego	10g	30-394
Zamkowa	21	30-301
Antoniego Dobrowolskiego	10b	30-394
Antoniego Dobrowolskiego	10d	30-394
Skotnicka	143b	30-394
Batalionów Chłopskich	9g	30-394
Skotnicka	45	30-394
Skotnicka	100b	30-394
Batalionów Chłopskich	5	30-394
Skotnicka	53b	30-394
Antoniego Dobrowolskiego	10k	30-394
Batalionów Chłopskich	9e	30-394
Skotnicka	84	30-394
Józefa Unruga	47a	30-394
Antoniego Dobrowolskiego	10e	30-394
Skotnicka	168	30-394
Doktora Józefa Babińskiego	74	30-393
Skotnicka	54c	30-394
Skotnicka	30	30-394
Winnicka	24a	30-394
Skotnicka	212	30-394
Skotnicka	155c	30-394
Skotnicka	29	30-394
Skotnicka	129	30-394
Batalionów Chłopskich	7f	30-394
Braterstwa Broni	20b	30-395
Skotnicka	216	30-394
Skotnicka	206	30-394
Winnicka	28B	30-394
Skotnicka	202c	30-394
Skotnicka	83	30-394
Stanisława Mitery	20	30-505
Do Fortu	8	32-087
Długa	27	32-088
Majora Pilota Stefana Janusa	4	31-571
Ogrodowa	10	31-155
Magazynowa	5A	30-858
Magazynowa	5	30-858
Magazynowa	5B	30-858
Kąt	6a	31-432
Kąt	6b	31-432
Gołębia	8	31-007
Totus Tuus	34	30-443
Totus Tuus	30	30-443
Józefa	9	31-056
Generała Stefana Grota-Roweckiego	6	30-348
Generała Stefana Grota-Roweckiego	6	30-348
Saska	2	30-715
Przewóz	3	30-715
Dożynkowa	81	31-234
Potrzask	31	30-898
Twardowskiego	37	30-312
Strzelców	15	31-422
Malachitowa	12	30-798
Feliksa Jasieńskiego	23	30-799
Feliksa Jasieńskiego	19	30-799
Feliksa Jasieńskiego	25	30-799
Feliksa Jasieńskiego	21	30-799
Feliksa Jasieńskiego	29	30-799
Feliksa Jasieńskiego	17	30-799
Feliksa Jasieńskiego	27	30-799
Bocznica	11	30-851
Bocznica	7	30-851
Bocznica	9	30-851
Stacyjna	11	30-851
Stacyjna	13	30-851
Stacyjna	20	30-836
Stacyjna	22	30-836
Stacyjna	24	30-836
Bocznica	3	30-851
Bocznica	9a	30-851
Stacyjna	30	30-851
Stacyjna	7	30-851
Stacyjna	9	30-851
Stacyjna	32	30-836
Stacyjna	16	30-851
Bieżanowska	287	30-836
Bieżanowska	321	30-836
Bieżanowska	276	30-836
Mariana Domagały	15A	30-741
Mariana Domagały	23	30-741
Mariana Domagały	5	30-741
Piaskowa	34F	31-341
Piaskowa	36B	31-341
Piaskowa	36A	31-341
Piaskowa	36E	31-341
Rozrywka	26	31-422
Norymberska	1	30-376
Rozrywka	45	31-419
Adama Vetulaniego	1	31-226
Aleja 29 Listopada	133	31-406
Henryka i Karola Czeczów	24	30-798
Henryka i Karola Czeczów	26	30-798
Generała Leopolda Okulickiego	59	31-637
Złocieniowa	38	30-798
Złocieniowa	38B	30-798
Sołtysowska	35A	31-589
Mieczysława Medweckiego	13	31-870
Podole	60	30-394
Dobrego Pasterza	31a	31-416
Dobrego Pasterza	50	31-416
Poziomkowa	5	31-263
Obozowa	116	30-383
Pastelowa	58	30-386
Zygmunta Miłkowskiego	7	30-349
Czerwone Maki	98	30-392
Aleja Pokoju	64	31-564
Stanisława Rostworowskiego	16	30-358
Dereniowa	4	30-386
Zbrojarzy	75	30-412
Huculska	4	30-413
Świętego Wawrzyńca	6	31-060
Generała Tadeusza Bora-Komorowskiego	41	31-876
Berka Joselewicza	21	31-031
Wojciecha Lipowskiego	28	30-898
Stradomska	8	31-058
Doktora Józefa Babińskiego	44	30-393
Raciborska	18	30-384
Kobierzyńska	185	30-382
Zachodnia	25	30-350
Kobierzyńska	143	30-382
Macieja Miechowity	5a	31-475
Kobierzyńska	61a	30-363
Generała Stefana Grota-Roweckiego	51B/5	30-348
Generała Stefana Grota-Roweckiego	51	30-382
Generała Stefana Grota-Roweckiego	37	30-411
Generała Stefana Grota-Roweckiego	51c	30-382
Generała Stefana Grota-Roweckiego	37d	30-411
Generała Stefana Grota-Roweckiego	37c	30-411
Generała Stefana Grota-Roweckiego	37b	30-411
Generała Stefana Grota-Roweckiego	43	30-411
Generała Stefana Grota-Roweckiego	37a	30-411
Generała Stefana Grota-Roweckiego	11a	30-348
Generała Stefana Grota-Roweckiego	7a	30-348
Generała Stefana Grota-Roweckiego	7b	30-348
Generała Stefana Grota-Roweckiego	7c	30-348
Generała Stefana Grota-Roweckiego	7d	30-348
Generała Stefana Grota-Roweckiego	25a	30-348
Ujastek	11	30-969
Ujastek	11	30-969
Josepha Conrada	81	30-357
Pszczelna	43	30-431
Zbrojarzy	105	30-412
Stelmachów	137	30-683
Piłkarska	9	30-698
Kobierzyńska	186f	30-382
Koszarówka	27	30-383
Koszarówka	37	30-383
Koszarówka	29	30-383
Koszarówka	35	30-383
Kobierzyńska	186G	30-382
Kobierzyńska	188c	30-382
Kobierzyńska	188b	30-382
Kobierzyńska	188	30-382
Kobierzyńska	188a	30-382
Księdza Wojciecha Karabuły	9	30-427
Krymska	10	30-389
Krymska	2	30-389
Zaporoska	2	30-389
Krymska	6	30-389
Doktora Józefa Babińskiego	69	30-393
Nowogródzka	8	30-425
Kościuszkowców	16	30-427
Kantorowicka	203	31-763
Dekarzy	15G	30-414
Marii Konopnickiej	17	30-302
Lubicz	17j	31-503
Edmunda Wasilewskiego	20	30-305
Kapelanka	2B	30-346
Gołębia	6	31-007
Gołębia	4	31-007
Gołębia	6	31-007
Mieszczańska	5	30-313
Szwedzka	27	30-315
Kapelanka	17	30-347
Mogilska	104	31-546
Borsucza	22	30-408
Drożdżowa	2	30-898
Cegielniana	25	30-404
Wadowicka	1A	30-347
Tadeusza Szafrana	11	30-363
Aleja generała Jana Skrzyneckiego	13	30-363
Rynek Podgórski	7	30-518
Tadeusza Rejtana	2	30-510
Spiska	5	30-502
Spiska	11	30-502
Stanisława Smolki	13	30-513
Kalwaryjska	60	30-504
Kalwaryjska	86	30-504
Jana Zamoyskiego	104	30-523
Czyżówka	3	30-526
Jana Zamoyskiego	96	30-523
Jana Zamoyskiego	76A	30-523
Aleja Powstańców Śląskich	18a	30-570
Jana Zamoyskiego	74	30-523
Jana Zamoyskiego	98a	30-523
Czyżówka	41	30-526
Czyżówka	5	30-526
Jana Zamoyskiego	72	30-523
Szewska	15a	31-009
Jagiellońska	5	31-010
Biskupa Franciszka Hodura	12	30-416
Jana Zamoyskiego	66	30-523
Jana Zamoyskiego	62	30-523
Rakowicka	31a	31-510
Rakowicka	37	31-510
Reduta	7	31-421
Rydlówka	17	30-363
Łagiewnicka	43	30-417
Łagiewnicka	46	30-417
Bonarka	26	30-415
Bonarka	19	30-415
Podskale	10	30-522
Podskale	4	30-522
